category,location_type,location,context,outcome_status,persistent_id,id,location_subtype,month
drugs,Force,"{'latitude': '53.791309', 'street': {'id': 2123206, 'name': 'On or near Black Bull Street'}, 'longitude': '-1.535792'}",,"{'category': 'Under investigation', 'date': '2026-05'}",40a9e58f4ecec649ba1a9b4aaa669ded493d4d4056ed3806dda513cb2f761baa,135247686,,2026-05
drugs,Force,"{'latitude': '53.795896', 'street': {'id': 2122988, 'name': 'On or near Parking Area'}, 'longitude': '-1.538914'}",,"{'category': 'Local resolution', 'date': '2026-05'}",0d8d7527facdd19fab02d94f6faacc435be0990fbd3a9bfc44a73c149b546cde,135249031,,2026-05
drugs,Force,"{'latitude': '53.798668', 'street': {'id': 2121404, 'name': 'On or near West Street'}, 'longitude': '-1.561444'}",,"{'category': 'Under investigation', 'date': '2026-05'}",e68bc043db119bf91a20cd7f5de3d1e6cf10a6b358cf6035b0896481a26c879c,135253444,,2026-05
drugs,Force,"{'latitude': '53.802731', 'street': {'id': 2122462, 'name': 'On or near Portland Crescent'}, 'longitude': '-1.547220'}",,"{'category': 'Under investigation', 'date': '2026-05'}",1bb98da0afd9b0641cb77015406113e34932a507a247f29aede350dead696f21,135238085,,2026-05
drugs,Force,"{'latitude': '53.796033', 'street': {'id': 2122740, 'name': 'On or near Duncan Street'}, 'longitude': '-1.541964'}",,"{'category': 'Under investigation', 'date': '2026-05'}",eb6368519e1de313d2de5d0e959a25e5f60715d7f2bbd1f08bac76769cc4bd4b,135240259,,2026-05
drugs,Force,"{'latitude': '53.794460', 'street': {'id': 2122784, 'name': 'On or near Pitfall Street'}, 'longitude': '-1.541951'}",,"{'category': 'Offender given a caution', 'date': '2026-05'}",0015336871ce35c14f1859b6609b732d072fe2b342934eb3dfebd76ed7dd24d7,135241905,,2026-05
drugs,Force,"{'latitude': '53.796033', 'street': {'id': 2122740, 'name': 'On or near Duncan Street'}, 'longitude': '-1.541964'}",,"{'category': 'Local resolution', 'date': '2026-05'}",b6b3fae411e234e32a57e285891cb168ece2cd57230146e50c00f3595a943086,135253562,,2026-05
drugs,Force,"{'latitude': '53.797326', 'street': {'id': 2122954, 'name': 'On or near Shopping Area'}, 'longitude': '-1.539050'}",,"{'category': 'Local resolution', 'date': '2026-05'}",e6563b6346b1b2038edbb3f49819b070b20c4372b244c254b8010055887d12e3,135240904,,2026-05
drugs,Force,"{'latitude': '53.798668', 'street': {'id': 2121404, 'name': 'On or near West Street'}, 'longitude': '-1.561444'}",,"{'category': 'Under investigation', 'date': '2026-05'}",ad54888aa45ef3befba78c7aa0693a9f0a7f476f9239301433d9d14973f2e4cd,135253459,,2026-05
drugs,Force,"{'latitude': '53.797993', 'street': {'id': 2122779, 'name': 'On or near Shopping Area'}, 'longitude': '-1.541897'}",,"{'category': 'Local resolution', 'date': '2026-05'}",21d569d26974ebcbeb26550708307464ff1c122d656e68014542c43620addc46,135242614,,2026-05
drugs,Force,"{'latitude': '53.798173', 'street': {'id': 2122916, 'name': 'On or near Sidney Street'}, 'longitude': '-1.539724'}",,"{'category': 'Awaiting court outcome', 'date': '2026-05'}",edff955ed200560ad82555762873a0b898b5176aedfdd2ffadf3610027382c3d,135244509,,2026-05
drugs,Force,"{'latitude': '53.797501', 'street': {'id': 2122303, 'name': ""On or near Croft's Court""}, 'longitude': '-1.549721'}",,"{'category': 'Local resolution', 'date': '2026-05'}",f5a9034799b67ffda94644459b0ac85a64b239e0ed6716556d2222cb908b859b,135248313,,2026-05
drugs,Force,"{'latitude': '53.799069', 'street': {'id': 2122175, 'name': 'On or near Park Square East'}, 'longitude': '-1.550903'}",,"{'category': 'Local resolution', 'date': '2026-05'}",748e9bc06f2e3f5033d7f799a82cfaf938cf855b831f8c45002e33e6941649a4,135242088,,2026-05
drugs,Force,"{'latitude': '53.792724', 'street': {'id': 2122189, 'name': 'On or near Wharf Approach'}, 'longitude': '-1.551002'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",df1d7ae72ea08ef5aaef3330ab921ace6353598f49e7097975c239a1e75288aa,135247136,,2026-05
other-theft,Force,"{'latitude': '53.804368', 'street': {'id': 2121972, 'name': 'On or near Willow Terrace Road'}, 'longitude': '-1.552138'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",0d11d044d25803d018966864ee9816726af9ed253a2610470810c4aa6153bff4,135240819,,2026-05
other-theft,Force,"{'latitude': '53.798896', 'street': {'id': 2122734, 'name': 'On or near Theatre/concert Hall'}, 'longitude': '-1.543208'}",,"{'category': 'Under investigation', 'date': '2026-05'}",1b1a1536fb9e291f764647657fae3d9a8c1a234fbb624545f7e3c2116fb1be4b,135239375,,2026-05
other-theft,Force,"{'latitude': '53.800938', 'street': {'id': 2122642, 'name': 'On or near Nightclub'}, 'longitude': '-1.543535'}",,"{'category': 'Under investigation', 'date': '2026-05'}",b730cc67c58ff55d10969ee89381783236758784b4ae271bb9155b8bf74c1497,135237113,,2026-05
other-theft,Force,"{'latitude': '53.802941', 'street': {'id': 2121559, 'name': 'On or near Kendal Road'}, 'longitude': '-1.559972'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",4a15ed8a3c0cbd754f3af1908c53709b4ee03fd2e777d1a47e8cb7a0dfbd99c5,135239473,,2026-05
other-theft,Force,"{'latitude': '53.795576', 'street': {'id': 2122906, 'name': 'On or near Crown Street'}, 'longitude': '-1.539889'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",02436b9b4e79fd7fe67c0e9ebd8ea036eb91601c04abb876dfbe54798f53a216,135241363,,2026-05
other-theft,Force,"{'latitude': '53.795576', 'street': {'id': 2122906, 'name': 'On or near Crown Street'}, 'longitude': '-1.539889'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",5ad2bb380bef20878a91e90ead3f3181d544a821147d157db7e7c0ab2cfe1e69,135238288,,2026-05
other-theft,Force,"{'latitude': '53.802041', 'street': {'id': 2122717, 'name': 'On or near Parking Area'}, 'longitude': '-1.542885'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",793bcf4fb29b41f5f23867356876a3f041a0146cf321ba3f4548bade59fd9ded,135234383,,2026-05
other-theft,Force,"{'latitude': '53.803936', 'street': {'id': 2122554, 'name': 'On or near Providence Place'}, 'longitude': '-1.544899'}",,"{'category': 'Unable to prosecute suspect', 'date': '2026-05'}",0438c54c9ed605f075f915f103cc2f299a9dcdc6af598f2acb91913d34e24ed7,135240910,,2026-05
other-theft,Force,"{'latitude': '53.808168', 'street': {'id': 2121084, 'name': 'On or near Hyde Park Close'}, 'longitude': '-1.566463'}",,"{'category': 'Unable to prosecute suspect', 'date': '2026-05'}",9f13b445dbb1b2ce2b8e0061eefe0877dff17bd9401961f6a0275dcd4312ee95,135232982,,2026-05
other-theft,Force,"{'latitude': '53.797326', 'street': {'id': 2122954, 'name': 'On or near Shopping Area'}, 'longitude': '-1.539050'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",b1efdae5d1d083b32874722a4538e7012a35afe5ae152ff6317caef863409b15,135240849,,2026-05
other-theft,Force,"{'latitude': '53.801463', 'street': {'id': 2123853, 'name': 'On or near Thealby Lawn'}, 'longitude': '-1.528225'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",3a0a54c19ec94e5ed706e5afe682b82c181053913f971f5dd04750877f522ba0,135237876,,2026-05
other-theft,Force,"{'latitude': '53.811803', 'street': {'id': 2121896, 'name': 'On or near Low Close Street'}, 'longitude': '-1.555111'}",,"{'category': 'Under investigation', 'date': '2026-05'}",413685790679045d5550f116caf448234314b5adbdcc1ccb06d3378e2aac3982,135240772,,2026-05
other-theft,Force,"{'latitude': '53.798173', 'street': {'id': 2122916, 'name': 'On or near Sidney Street'}, 'longitude': '-1.539724'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",19deafbd50cedc0b102c1cd62a22ba061aa1e208fd75b07a489e9f16c05188c9,135233939,,2026-05
other-theft,Force,"{'latitude': '53.796033', 'street': {'id': 2122740, 'name': 'On or near Duncan Street'}, 'longitude': '-1.541964'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",ea75a48de567e8fe509773e206c69f6f4750ea65cd11d90c91ac9629620b505e,135233786,,2026-05
other-theft,Force,"{'latitude': '53.795991', 'street': {'id': 2122892, 'name': 'On or near Shopping Area'}, 'longitude': '-1.540218'}",,"{'category': 'Under investigation', 'date': '2026-05'}",274ca5c3cbd60d1ef8e1d38fa89de266ff1f9b0976fe60fd7e30b5338dfbf5cd,135254043,,2026-05
other-theft,Force,"{'latitude': '53.795576', 'street': {'id': 2122906, 'name': 'On or near Crown Street'}, 'longitude': '-1.539889'}",,"{'category': 'Under investigation', 'date': '2026-05'}",6449836c3ec0fa976bf804a7625021b4fb93e6b083e5266fce448cafa2527295,135253519,,2026-05
other-theft,Force,"{'latitude': '53.797581', 'street': {'id': 2122574, 'name': 'On or near Shopping Area'}, 'longitude': '-1.544831'}",,"{'category': 'Under investigation', 'date': '2026-05'}",c180af4087760c57c2e06ba5def61619dcf604088bf262babea10e94b0b1d4e5,135249453,,2026-05
other-theft,Force,"{'latitude': '53.797993', 'street': {'id': 2122779, 'name': 'On or near Shopping Area'}, 'longitude': '-1.541897'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",9b5af06f45c3f94e2583b104eb388ea60df54eb3343bcaad61dde125a3d2b2bb,135249683,,2026-05
other-theft,Force,"{'latitude': '53.802731', 'street': {'id': 2122462, 'name': 'On or near Portland Crescent'}, 'longitude': '-1.547220'}",,"{'category': 'Under investigation', 'date': '2026-05'}",a74e132f3a2f9d7f00284e25e62f8263e151233906673fbbd26281519b2de641,135249765,,2026-05
other-theft,Force,"{'latitude': '53.796033', 'street': {'id': 2122740, 'name': 'On or near Duncan Street'}, 'longitude': '-1.541964'}",,"{'category': 'Under investigation', 'date': '2026-05'}",c92afd21b9808a82dbe9d4c52f2e9cbb02a45bcb2a1b300118d44a0d949df939,135245810,,2026-05
other-theft,Force,"{'latitude': '53.797975', 'street': {'id': 2121462, 'name': 'On or near Parking Area'}, 'longitude': '-1.561133'}",,"{'category': 'Under investigation', 'date': '2026-05'}",5251ec7fb851402dc93c08a89df012bc883e446fcafb2d5e2eb6d96dfc72f43d,135250085,,2026-05
other-theft,Force,"{'latitude': '53.795337', 'street': {'id': 2122494, 'name': 'On or near Mill Hill'}, 'longitude': '-1.545615'}",,"{'category': 'Under investigation', 'date': '2026-05'}",d9fa58c2adfece406b896529b336e925269ab9f5671c1ef64b25f88efc49b26f,135250133,,2026-05
other-theft,Force,"{'latitude': '53.810826', 'street': {'id': 2121823, 'name': 'On or near Moorfield Street'}, 'longitude': '-1.555911'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",da5e4ff04c6c54571f27245ce5b5081a00124e074b504772054e64e8d8f3daf8,135250335,,2026-05
other-theft,Force,"{'latitude': '53.801432', 'street': {'id': 2122914, 'name': 'On or near Hartley Hill'}, 'longitude': '-1.538884'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",2d4d53a191ecc8df9fd50178cd1e2eb0a5d9d9e72711f98d36a922bdafcf3c0b,135233591,,2026-05
other-theft,Force,"{'latitude': '53.795153', 'street': {'id': 2122806, 'name': 'On or near Nightclub'}, 'longitude': '-1.542125'}",,"{'category': 'Under investigation', 'date': '2026-05'}",4096d99ce8d12d02992ddd583bcc5b7a513da1b4f5c09b9e72706dd6b6fbd8db,135250535,,2026-05
other-theft,Force,"{'latitude': '53.805574', 'street': {'id': 2121326, 'name': 'On or near Kelso Street'}, 'longitude': '-1.562405'}",,"{'category': 'Under investigation', 'date': '2026-05'}",a2b29848779f2fff0a423ef8b5040466a5a2b9b085c180478d283f933b464c18,135251036,,2026-05
other-theft,Force,"{'latitude': '53.798173', 'street': {'id': 2122916, 'name': 'On or near Sidney Street'}, 'longitude': '-1.539724'}",,"{'category': 'Under investigation', 'date': '2026-05'}",1472fd3c127c24b8766530ea4e405120348c727ebb53ef2332dc1178c2d62192,135251403,,2026-05
other-theft,Force,"{'latitude': '53.804007', 'street': {'id': 2122355, 'name': 'On or near Further/higher Educational Building'}, 'longitude': '-1.548570'}",,"{'category': 'Under investigation', 'date': '2026-05'}",0e0714b22c620e3f1676eb046919a522a4b5552fc31df9d2844aefc215e07e3c,135234283,,2026-05
other-theft,Force,"{'latitude': '53.795991', 'street': {'id': 2122892, 'name': 'On or near Shopping Area'}, 'longitude': '-1.540218'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",bf8c15d8696ecc309913342d6ee227d526ee228f88c573ba7358b16f0bff49ac,135234397,,2026-05
other-theft,Force,"{'latitude': '53.788192', 'street': {'id': 2122964, 'name': 'On or near Butterley Street'}, 'longitude': '-1.538619'}",,"{'category': 'Under investigation', 'date': '2026-05'}",286c35ceff677ab4104c0b73228de3458502f1f8102171e98aa27e20f484bab8,135251779,,2026-05
other-theft,Force,"{'latitude': '53.790990', 'street': {'id': 2121263, 'name': 'On or near Springwell Street'}, 'longitude': '-1.563376'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",5325f039f6d5fcf6a20d5f282c532e5da3a5238daedfbd4d9a65787f5ddb6587,135234507,,2026-05
other-theft,Force,"{'latitude': '53.808168', 'street': {'id': 2121084, 'name': 'On or near Hyde Park Close'}, 'longitude': '-1.566463'}",,"{'category': 'Under investigation', 'date': '2026-05'}",809d1ed5a0fc42b5d5b5170bf49df18865be5222aefac7a8e64553e36d3d41d7,135252480,,2026-05
other-theft,Force,"{'latitude': '53.795750', 'street': {'id': 2122273, 'name': 'On or near Aire Street'}, 'longitude': '-1.550104'}",,"{'category': 'Under investigation', 'date': '2026-05'}",e559e0a1cfe0db7b620b7dd3dd36d4ec20793c77a0209412397b20fd746bca55,135252660,,2026-05
other-theft,Force,"{'latitude': '53.797144', 'street': {'id': 2123224, 'name': 'On or near Leeds Coach Station'}, 'longitude': '-1.536183'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",3e45b271987dc92adf31b772c37886bc742bbe255620d561f46e17a092b07325,135235346,,2026-05
other-theft,Force,"{'latitude': '53.796697', 'street': {'id': 2122478, 'name': 'On or near Lower Basinghall Street'}, 'longitude': '-1.546359'}",,"{'category': 'Under investigation', 'date': '2026-05'}",062ca8110d8f1aae0cffc6d14c80e7a2a20c0995e073c23804262e7beec5afe9,135252853,,2026-05
other-theft,Force,"{'latitude': '53.802954', 'street': {'id': 2124053, 'name': 'On or near Lindsey Court'}, 'longitude': '-1.525718'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",e44d7836554a85028eb1b84c06212fab1d7209b44cb26c689355ad4c7fd367dd,135235811,,2026-05
other-theft,Force,"{'latitude': '53.805450', 'street': {'id': 2123109, 'name': 'On or near Lovell Park View'}, 'longitude': '-1.536486'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",9cccd5896a8c02f4943c168a0af5cb73cf2b7e31d3a10faf836f40d124505385,135239284,,2026-05
other-theft,Force,"{'latitude': '53.802041', 'street': {'id': 2122717, 'name': 'On or near Parking Area'}, 'longitude': '-1.542885'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",f6d211d0be99d62904667208bef96fce456ae2f25f68ce05cebca6a24ab78765,135236766,,2026-05
other-theft,Force,"{'latitude': '53.796792', 'street': {'id': 2122033, 'name': 'On or near Britannia Street'}, 'longitude': '-1.552552'}",,"{'category': 'Under investigation', 'date': '2026-05'}",dd11ed192c5da5cfb99a3f246e7502f3bc4ff3f20bfb6d623832f104d3146071,135253972,,2026-05
other-theft,Force,"{'latitude': '53.806157', 'street': {'id': 2121725, 'name': 'On or near Cromer Road'}, 'longitude': '-1.557205'}",,"{'category': 'Under investigation', 'date': '2026-05'}",af7ad128be3ddef8fdcec67615a2be52cdf7cc8dc5db947ea730654f5b3a7021,135254105,,2026-05
other-theft,Force,"{'latitude': '53.795153', 'street': {'id': 2122806, 'name': 'On or near Nightclub'}, 'longitude': '-1.542125'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",7254bd6d8c393c62db7898c44a35d9a0c989e072d9fa9fa1012c8826ebbf7522,135254238,,2026-05
other-theft,Force,"{'latitude': '53.791284', 'street': {'id': 2122718, 'name': 'On or near Meadow Lane'}, 'longitude': '-1.543458'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",e7e414e4d97504ad7ea3edd4c633ce296f7900003c128a65d894859df5555c8a,135242469,,2026-05
other-theft,Force,"{'latitude': '53.796697', 'street': {'id': 2122478, 'name': 'On or near Lower Basinghall Street'}, 'longitude': '-1.546359'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",f7e1fdbd478a1fcfc49c4f7a2d9b4e5acd75a1d188a4da54aea539cda020e825,135243918,,2026-05
other-theft,Force,"{'latitude': '53.795006', 'street': {'id': 2122830, 'name': 'On or near Nightclub'}, 'longitude': '-1.541307'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",d7edec4fbcc88b8a7888afebf584f951f231a5ec017523bd012f0ee763325a6f,135247681,,2026-05
other-theft,Force,"{'latitude': '53.802041', 'street': {'id': 2122717, 'name': 'On or near Parking Area'}, 'longitude': '-1.542885'}",,"{'category': 'Under investigation', 'date': '2026-05'}",54d1fe1a6556eacb3b73f6dcb1136e7bf90f9ad3570aad62041f4e1305b91bc7,135237464,,2026-05
other-theft,Force,"{'latitude': '53.798173', 'street': {'id': 2122916, 'name': 'On or near Sidney Street'}, 'longitude': '-1.539724'}",,"{'category': 'Under investigation', 'date': '2026-05'}",ae1edad04aa78ac8093c3bb3dd2da1611ff3fcfea91df06c6a3efe33574b8ea9,135237758,,2026-05
other-theft,Force,"{'latitude': '53.795751', 'street': {'id': 2122822, 'name': 'On or near Nightclub'}, 'longitude': '-1.541949'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",ec98315ebeb795efcae2c90be7a03d693ed4b96b544607bc3427be0cee2cdf5f,135237896,,2026-05
other-theft,Force,"{'latitude': '53.802041', 'street': {'id': 2122717, 'name': 'On or near Parking Area'}, 'longitude': '-1.542885'}",,"{'category': 'Under investigation', 'date': '2026-05'}",31c606a129e46a6ec5d2f65856209a5d2f919a941e87c0c497792acc9d7c122a,135237912,,2026-05
other-theft,Force,"{'latitude': '53.806157', 'street': {'id': 2121725, 'name': 'On or near Cromer Road'}, 'longitude': '-1.557205'}",,"{'category': 'Under investigation', 'date': '2026-05'}",c96383ce0190b9f5d64cf53d573238f82061e18dfbafba5eb88c8cb01f4b1291,135238742,,2026-05
other-theft,Force,"{'latitude': '53.793028', 'street': {'id': 2123549, 'name': 'On or near Neptune Street'}, 'longitude': '-1.531765'}",,"{'category': 'Under investigation', 'date': '2026-05'}",620f2b23e3b023253a0c2bf0dda716c08210e5b4607eaad484859574f3546932,135239555,,2026-05
other-theft,Force,"{'latitude': '53.798173', 'street': {'id': 2122916, 'name': 'On or near Sidney Street'}, 'longitude': '-1.539724'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",f21eecce2420865984ab8db3fe683c4e24dba1287a45c77004c5d984313e71e9,135239810,,2026-05
other-theft,Force,"{'latitude': '53.800712', 'street': {'id': 2122862, 'name': 'On or near Cross Belgrave Street'}, 'longitude': '-1.540865'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",38514cf04e8085d56a8e1ed152302e502af7be784049785fc51ca2b1dff5ac3c,135240409,,2026-05
other-theft,Force,"{'latitude': '53.798775', 'street': {'id': 2122631, 'name': 'On or near King Charles Street'}, 'longitude': '-1.544378'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",d1c9c0948cf449579bedc26bdfd94a71e25c6e0ed0797628cbe1145c1dd5e93a,135252617,,2026-05
other-theft,Force,"{'latitude': '53.795337', 'street': {'id': 2122494, 'name': 'On or near Mill Hill'}, 'longitude': '-1.545615'}",,"{'category': 'Under investigation', 'date': '2026-05'}",ad21750763090d9aea764cd55bce4a0cdb1bb5636722c8a5d5e43946fd2782bb,135252629,,2026-05
other-theft,Force,"{'latitude': '53.794460', 'street': {'id': 2122784, 'name': 'On or near Pitfall Street'}, 'longitude': '-1.541951'}",,"{'category': 'Under investigation', 'date': '2026-05'}",874b26f63737ac8817977424c938ee5de4b11d659b47c35c47117c0d381fc8be,135252884,,2026-05
other-theft,Force,"{'latitude': '53.798747', 'street': {'id': 2121992, 'name': 'On or near Somers Place'}, 'longitude': '-1.553609'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",fc954350d9d4bac479de6eafaff6603651d495cd5ad2e878379d7debaacdfbfc,135241392,,2026-05
other-theft,Force,"{'latitude': '53.800377', 'street': {'id': 2122252, 'name': 'On or near Theatre/concert Hall'}, 'longitude': '-1.549705'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",2d28e596652fd831654855901d936be17eef90845e09d5fea97887b05429b741,135241911,,2026-05
other-theft,Force,"{'latitude': '53.797581', 'street': {'id': 2122574, 'name': 'On or near Shopping Area'}, 'longitude': '-1.544831'}",,"{'category': 'Under investigation', 'date': '2026-05'}",d5653e9a00bf95354d847c9f88ca2d7b97f414dc6197e31d15ba74b2f6c3abf9,135242540,,2026-05
other-theft,Force,"{'latitude': '53.800938', 'street': {'id': 2122642, 'name': 'On or near Nightclub'}, 'longitude': '-1.543535'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",d2ec2470842dc236e06f8697a827728892ac6fa29665a4ecf4301f6745084104,135242635,,2026-05
other-theft,Force,"{'latitude': '53.807600', 'street': {'id': 2122370, 'name': 'On or near Back Archery Road'}, 'longitude': '-1.548838'}",,"{'category': 'Unable to prosecute suspect', 'date': '2026-05'}",937b5ed8e4a1306c1238bfdd83fb55cddeef7c1d99ae15216a6c886eed9d5cc3,135250077,,2026-05
other-theft,Force,"{'latitude': '53.797581', 'street': {'id': 2122574, 'name': 'On or near Shopping Area'}, 'longitude': '-1.544831'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",44552d128dd1ab2d6865e8ce90fa5184d793591e67512113b288d445fd64d796,135237209,,2026-05
other-theft,Force,"{'latitude': '53.798762', 'street': {'id': 2122567, 'name': 'On or near Butts Court'}, 'longitude': '-1.545654'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",4def7547e6bdcdf5ed128e2f94bdc8cf37da797efb4650de2c023d5d04e8d3d7,135241695,,2026-05
other-theft,Force,"{'latitude': '53.797993', 'street': {'id': 2122779, 'name': 'On or near Shopping Area'}, 'longitude': '-1.541897'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",fdae02cd1995fc81126f22bdb39ee42f89002489c52d95841c16722df3d83e4e,135237062,,2026-05
other-theft,Force,"{'latitude': '53.792600', 'street': {'id': 2122752, 'name': 'On or near Parking Area'}, 'longitude': '-1.542077'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",31827a0c4063a0d4182874bc4258e4ffa6c6ff00aa01c67868640594303904cb,135245729,,2026-05
other-theft,Force,"{'latitude': '53.803388', 'street': {'id': 2122184, 'name': 'On or near Hospital'}, 'longitude': '-1.549658'}",,"{'category': 'Unable to prosecute suspect', 'date': '2026-05'}",e2a42be2c39d346df07749475a50df819642d8ad431233a5a9c8eb4b125c7be4,135232214,,2026-05
other-theft,Force,"{'latitude': '53.802731', 'street': {'id': 2122462, 'name': 'On or near Portland Crescent'}, 'longitude': '-1.547220'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",19a24927362f14c549363d10e5eec60db7a03ea89ec35e74cca2b3e0f955a391,135251464,,2026-05
other-theft,Force,"{'latitude': '53.807694', 'street': {'id': 2121650, 'name': 'On or near Supermarket'}, 'longitude': '-1.558743'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",4c8f52f25c50d6e839d37ab82108903b4dce934057a6723ba706c0e803c2fcae,135245443,,2026-05
other-theft,Force,"{'latitude': '53.795991', 'street': {'id': 2122892, 'name': 'On or near Shopping Area'}, 'longitude': '-1.540218'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",f34c42ee9a2e42705d595bac65e25ae69189938ee66b35009949e866796520ac,135238177,,2026-05
other-theft,Force,"{'latitude': '53.814641', 'street': {'id': 2122289, 'name': 'On or near Melville Close'}, 'longitude': '-1.549644'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",e2f7e9d93028d7bec3c1d69ce6a250124fc1172ec63b301e39bea12bdd2d0f8d,135238042,,2026-05
other-theft,Force,"{'latitude': '53.799069', 'street': {'id': 2122175, 'name': 'On or near Park Square East'}, 'longitude': '-1.550903'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",e3fed499e6e3c11fd35282bace1099db2a2515376b0218c0ea07afb1579f6b38,135242359,,2026-05
other-theft,Force,"{'latitude': '53.800047', 'street': {'id': 2122458, 'name': 'On or near Parking Area'}, 'longitude': '-1.545670'}",,"{'category': 'Unable to prosecute suspect', 'date': '2026-05'}",c3c35f4fb29faadf93ee8c832ed1ea49eca7af834a701d55e8485de22b02e8cb,135243858,,2026-05
other-theft,Force,"{'latitude': '53.799069', 'street': {'id': 2122175, 'name': 'On or near Park Square East'}, 'longitude': '-1.550903'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",e1534b555a45e53a9dbc20fc0616207ddf7881420d337a4d84aade4f9de5352e,135242943,,2026-05
other-theft,Force,"{'latitude': '53.793701', 'street': {'id': 2122722, 'name': 'On or near Concordia Street'}, 'longitude': '-1.543052'}",,"{'category': 'Under investigation', 'date': '2026-05'}",9e08f00216a040a5a83bc1f036404d908eddc217662e8f2fa95b889423f2c2d1,135243144,,2026-05
other-theft,Force,"{'latitude': '53.800047', 'street': {'id': 2122458, 'name': 'On or near Parking Area'}, 'longitude': '-1.545670'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",93f87780fed215b772c5a62d45ac4a07b078e60cfb64f1243bed21cb55ed87c0,135243177,,2026-05
other-theft,Force,"{'latitude': '53.800683', 'street': {'id': 2122739, 'name': 'On or near Merrion Street'}, 'longitude': '-1.542763'}",,"{'category': 'Investigation complete; no suspect identified', 'date': '2026-05'}",2e7a0b5d77ec8ce93ed1a41ecd1f90263e2f970246f5708d30862de3aec0e92c,135233002,,2026-05
other-theft,Force,"{'latitude': '53.796139', 'street': {'id': 2122861, 'name': 'On or near Nightclub'}, 'longitude': '-1.541279'}",,"{'category': 'Under investigation', 'date': '2026-05'}",76270ffbf0c6d07296c80cae3debac753758cac4ac7158009abd2f4db69ee2a4,135243303,,2026-05
other-theft,Force,"{'latitude': '53.806412', 'street': {'id': 2122848, 'name': 'On or near Primrose Circus'}, 'longitude': '-1.541243'}",,"{'category': 'Under investigation', 'date': '2026-05'}",75d125e05f4cf76a19f45f3b3d6e329af34bf0513627d8c4fd0173c979910ff8,135243450,,2026-05
other-theft,Force,"{'latitude': '53.795576', 'street': {'id': 2122906, 'name': 'On or near Crown Street'}, 'longitude': '-1.539889'}",,"{'category': 'Under investigation', 'date': '2026-05'}",18abf45adff59f325a6c5741b7af6e62154ac78be203adecaf11d0e4aa5081d1,135244341,,2026-05
other-theft,Force,"{'latitude': '53.803497', 'street': {'id': 2122921, 'name': 'On or near Grafton Street'}, 'longitude': '-1.538162'}",,"{'category': 'Under investigation', 'date': '2026-05'}",5d479abc688a58034fab7d5426a3f277cd4e5a70964f78c2b9f3d40691cd583f,135244814,,2026-05
